iter	RMSE
1665	13.87583826
1666	13.87388497
1667	13.87174392
1668	13.86951348
1669	13.86730502
1670	13.86540725
1671	13.86262877
1672	13.86069858
1673	13.85836457
1674	13.85694581
1675	13.85305675
1676	13.85112877
1677	13.84861417
1678	13.84663912
1679	13.84373398
1680	13.84048442
1681	13.83783334
1682	13.83615282
1683	13.83420683
1684	13.83168755
1685	13.83015638
1686	13.82796982
1687	13.82499146
1688	13.82259697
1689	13.82128405
1690	13.81822404
1691	13.81628372
1692	13.8120528
1693	13.80895674
1694	13.80666004
1695	13.80425793
1696	13.80120754
1697	13.79978945
1698	13.7969231
1699	13.79471537
1700	13.79148153
1701	13.78801542
1702	13.78629018
1703	13.78425772
1704	13.78187527
1705	13.7809612
1706	13.77904651
1707	13.77673895
1708	13.77422541
1709	13.77281694
1710	13.76952233
1711	13.76700344
1712	13.76416377
1713	13.75945501
1714	13.75755183
1715	13.7561547
1716	13.75438216
1717	13.75209054
1718	13.75072225
1719	13.74812224
1720	13.74560902
1721	13.74390976
1722	13.74176019
1723	13.74005309
1724	13.73694568
1725	13.73433403
1726	13.73144156
1727	13.72936037
1728	13.72805343
1729	13.72460495
1730	13.72295378
1731	13.72039551
1732	13.71891557
1733	13.71667153
1734	13.71437115
1735	13.71252044
1736	13.71101709
1737	13.70840898
1738	13.70658974
1739	13.70406281
1740	13.70117873
1741	13.69973116
1742	13.69795694
1743	13.69655973
1744	13.69445655
1745	13.69235421
1746	13.69028455
1747	13.68846413
1748	13.68638765
1749	13.68522027
1750	13.68275353
1751	13.67990777
1752	13.67802984
1753	13.67588805
1754	13.67256841
1755	13.67016609
1756	13.66635308
1757	13.66409097
1758	13.66101998
1759	13.6593484
1760	13.65653829
1761	13.65405556
1762	13.65051383
1763	13.64863615
1764	13.64708067
1765	13.6456676
1766	13.64414355
1767	13.64263491
1768	13.6408727
1769	13.63881547
1770	13.6369651
1771	13.63513659
1772	13.63317885
1773	13.63202214
1774	13.63032296
1775	13.62873573
1776	13.62654323
1777	13.62466169
1778	13.62260874
1779	13.62049132
1780	13.61778397
1781	13.61479699
1782	13.61322497
1783	13.61136515
1784	13.60852609
1785	13.60721792
1786	13.60481898
1787	13.60326055
1788	13.6019393
1789	13.60035913
1790	13.59788956
1791	13.5968239
1792	13.59472514
1793	13.59340342
1794	13.59034474
1795	13.58825267
1796	13.58592842
1797	13.58464687
1798	13.5834352
1799	13.58044122
1800	13.57890585
1801	13.57703706
1802	13.57538748
1803	13.57355314
1804	13.57196781
1805	13.57026703
1806	13.56909354
1807	13.56660028
1808	13.56453099
1809	13.56191054
1810	13.55976561
1811	13.55825138
1812	13.55623613
1813	13.55499282
1814	13.55213338
1815	13.55064174
1816	13.54879843
1817	13.54556086
1818	13.5433879
1819	13.54106071
1820	13.53847296
1821	13.53598731
1822	13.53409935
1823	13.53242896
1824	13.52898991
1825	13.52694622
1826	13.52467473
1827	13.52225498
1828	13.52007416
1829	13.51728794
1830	13.51556105
1831	13.51418918
1832	13.51300817
1833	13.51051708
1834	13.50828451
1835	13.50526113
1836	13.50269439
1837	13.50026591
1838	13.49859904
1839	13.49658156
1840	13.49425049
1841	13.49266945
1842	13.49143796
1843	13.48929415
1844	13.48694123
1845	13.48489553
1846	13.48310903
1847	13.48065564
1848	13.47858126
1849	13.4765526
1850	13.47510082
1851	13.47184659
1852	13.46983
1853	13.46759951
1854	13.46496538
1855	13.46180459
1856	13.46014587
1857	13.45756546
1858	13.45585137
1859	13.4535632
1860	13.45049381
1861	13.44790119
1862	13.44670577
1863	13.44458375
1864	13.44297591
1865	13.44045587
1866	13.43866076
1867	13.43768838
1868	13.43569825
1869	13.43337019
1870	13.43127404
1871	13.42977003
1872	13.42846178
1873	13.42668991
1874	13.42469157
1875	13.42320367
1876	13.42141386
1877	13.41902906
1878	13.41682168
1879	13.41514486
1880	13.41221388
1881	13.40956429
1882	13.40830485
1883	13.40619052
1884	13.40347011
1885	13.40120505
1886	13.39971787
1887	13.39807374
1888	13.39533435
1889	13.39180253
1890	13.38975953
1891	13.38687496
1892	13.38472755
1893	13.38224516
1894	13.38068958
1895	13.37850769
1896	13.37640679
1897	13.374942
1898	13.37276659
1899	13.37088378
1900	13.36872702
1901	13.36737633
1902	13.36507939
1903	13.36407157
1904	13.36198943
1905	13.36086043
1906	13.35883688
1907	13.35587407
1908	13.35424354
1909	13.35251578
1910	13.35078448
1911	13.34938207
1912	13.34721719
1913	13.34522499
1914	13.34359754
1915	13.3416291
1916	13.33974338
1917	13.33770828
1918	13.33610378
1919	13.33177223
1920	13.33018487
1921	13.32905526
1922	13.32701537
1923	13.32571725
1924	13.32203775
1925	13.31920038
1926	13.3177539
1927	13.31620567
1928	13.31386832
1929	13.31035112
1930	13.30860366
1931	13.30635901
1932	13.30370852
1933	13.30139619
1934	13.29911732
1935	13.29773596
1936	13.2955297
1937	13.29311549
1938	13.29155987
1939	13.28925868
1940	13.28671675
1941	13.28514919
1942	13.28398236
1943	13.28127585
1944	13.28007545
1945	13.27750315
1946	13.27575859
1947	13.27376539
1948	13.27271701
1949	13.27125319
1950	13.26915583
1951	13.26741902
1952	13.26563506
1953	13.26402379
1954	13.26293225
1955	13.26083232
1956	13.25888235
1957	13.25692758
1958	13.25491662
1959	13.25317002
1960	13.25182128
1961	13.25034989
1962	13.24788716
1963	13.24559363
1964	13.24337315
1965	13.24117058
1966	13.23966582
1967	13.2381077
1968	13.23607477
1969	13.23404918
1970	13.23207214
1971	13.23079826
1972	13.22904252
1973	13.2274727
1974	13.22493368
1975	13.22342594
1976	13.2216701
1977	13.22037391
1978	13.21880486
1979	13.21759252
1980	13.21627751
1981	13.21451268
1982	13.21013395
1983	13.20678499
1984	13.2052475
1985	13.20344441
1986	13.20059288
1987	13.19889355
1988	13.19700285
1989	13.19580261
1990	13.1939127
1991	13.19247939
1992	13.1913195
1993	13.18997386
1994	13.18756271
1995	13.18513957
1996	13.18239644
1997	13.18046936
1998	13.1790675
1999	13.17830041
